	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
ZWINT	all	0.000241143395142335	-0.1859072608387028	10	10	all	0.0009881761310323056	-0.17921776549181026	10	10	all	0.00012391365736206004	-0.17663852883261852	10	10	all	0.5413158103558675	-0.018268652765839607	8	8	all	0.021815262251878305	0.07204734101225038	8.0	8.0	all	0.3343131320573931	0.08899644417817627	7.0	7.0	all	0.0009400975959139769	-0.5640934439153055	10	10	all	0.14300053938133245	-0.3416434692048205	10	10	all	0.004605917117426039	-0.6309142093247424	10	10
pseudo_0	pseudo_transcript_0	0.1600528991791057	0.006448995689343206	10	10	pseudo_transcript_0	0.37647254583173173	0.009131645360975717	10	10	pseudo_transcript_0	0.15315064156719332	0.01992030840892824	10	10	pseudo_transcript_0	0.7160830095097188	-0.04779992303567229	10	10	pseudo_transcript_0	0.4586605904567841	0.01969643047362801	10.0	10.0	pseudo_transcript_0	0.8192292352677109	0.026808151491906445	10.0	10.0	pseudo_transcript_0	0.24347927600938002	-0.13387750866918033	10	10	pseudo_transcript_0	0.25697470231258257	0.06630468574845204	10	10	pseudo_transcript_0	0.3028776500986048	0.17280252559699052	10	10
pseudo_1	pseudo_transcript_0	0.25708969068794507	-0.0010053337055063911	10	10	pseudo_transcript_0	0.0763316479125749	-0.025822051576009832	10	10	pseudo_transcript_1	0.8363797750681802	-0.003888487253337354	9	9	pseudo_transcript_0	0.07802958263062829	-0.13134347270451777	10	10	pseudo_transcript_0	0.35412575823753956	0.034417957829727466	10.0	10.0	pseudo_transcript_0	0.7255811838876509	-0.04920024699258543	10.0	10.0	pseudo_transcript_0	0.3561976144159351	-0.3042209410327663	10	10	pseudo_transcript_1	0.743995199417981	-0.15130629143690433	9	9	pseudo_transcript_1	0.708919505731021	-0.16220483960841628	9	9
pseudo_10	pseudo_transcript_0	0.8787519064544965	0.0058848167705698754	10	10	pseudo_transcript_0	0.41485393341285703	-0.011942559109157641	10	10	pseudo_transcript_0	0.6641885933568554	0.00027398464055809757	10	10	pseudo_transcript_0	0.13767400354294748	-0.08298934029628172	10	10	pseudo_transcript_0	0.9866564100946527	0.0291163687089529	10.0	10.0	pseudo_transcript_0	0.3072499225432216	-0.01642159241362372	10.0	10.0	pseudo_transcript_0	0.10431884321987635	-0.18277815302651532	10	10	pseudo_transcript_0	0.6916252387191872	0.09284439543171898	10	10	pseudo_transcript_0	0.46577902165692286	-0.06595413884229959	10	10
pseudo_100	pseudo_transcript_0	0.7301572401451457	-0.004765473762242821	10	10	pseudo_transcript_0	0.7619222920485931	0.012262565149999315	10	10	pseudo_transcript_0	0.6232640953678223	0.00627021058877131	10	10	pseudo_transcript_0	0.28031735195512686	0.05312415390065058	10	10	pseudo_transcript_0	0.8105491256433022	0.07194636910886296	10.0	10.0	pseudo_transcript_0	0.3015960833165854	0.051043875167069715	10.0	10.0	pseudo_transcript_0	0.6677325496904507	0.18620903580637993	10	10	pseudo_transcript_0	0.4814544315671667	0.1954037900383178	10	10	pseudo_transcript_0	0.39083781039632937	0.1529465882445636	10	10
pseudo_1000	pseudo_transcript_0	0.14713405017922887	0.01983280435650244	4	4	pseudo_transcript_2	0.24846778313102946	-0.05975887202264408	5	5	pseudo_transcript_2	0.2783200713351712	-0.06733771493586525	5	5	pseudo_transcript_1	0.04934603352665564	0.0854046744529852	4	4	pseudo_transcript_0	0.35725554609224386	-0.04764017969044535	4.0	4.0	pseudo_transcript_1	0.19727002787492676	0.02961555869160933	4.0	4.0	pseudo_transcript_1	0.04320974459997767	0.25181699366505267	4	4	pseudo_transcript_0	0.20942169534884847	-0.16284530426464158	4	4	pseudo_transcript_1	0.13593958836255965	0.11732813262985813	4	4
pseudo_1001	pseudo_transcript_1	0.8477652354616149	0.014284908355592546	10	10	pseudo_transcript_0	0.1577682792707571	0.005598870122631969	10	10	pseudo_transcript_1	0.36962433160595953	-0.005296645340188258	9	9	pseudo_transcript_0	0.05851924538018468	0.024966887950407437	10	10	pseudo_transcript_0	0.09923846059239619	-0.0727666593330807	10.0	10.0	pseudo_transcript_1	0.04887593741933372	0.0758306513647617	9.0	9.0	pseudo_transcript_0	0.07456194250955561	0.18946352061262348	10	10	pseudo_transcript_0	0.24824847092243774	-0.21412608712014244	10	10	pseudo_transcript_1	0.0799197123547737	0.1956963488315612	9	9
pseudo_1002	pseudo_transcript_0	0.993709700577777	0.007790039328671678	10	10	pseudo_transcript_0	0.07844920795156374	0.04245205597024692	10	10	pseudo_transcript_0	0.19991424116728973	0.028326444950143956	10	10	pseudo_transcript_0	0.10112633097427152	0.0675061787727979	10	10	pseudo_transcript_0	0.042474603701120606	-0.052628916883655126	10.0	10.0	pseudo_transcript_0	0.4578188349517145	0.020872296514988998	10.0	10.0	pseudo_transcript_0	0.05781718894612196	0.19043684343709574	9	9	pseudo_transcript_0	0.4554788295259852	-0.05314822924519824	8	8	pseudo_transcript_0	0.7305945243209062	0.08180179531843747	8	8
pseudo_1003	pseudo_transcript_0	0.4573584926105727	-0.012659555675005776	9	9	pseudo_transcript_0	0.18398195575861775	-0.03668491891384965	10	10	pseudo_transcript_0	0.21497749942699707	-0.007724022161647691	9	9	pseudo_transcript_0	0.06880743645868825	0.0704230018733798	10	10	pseudo_transcript_0	0.7778141296153959	0.011508287151407776	9.0	9.0	pseudo_transcript_0	0.4331968469245162	0.01884722399407769	9.0	9.0	pseudo_transcript_0	0.1784555931770534	0.13106820711010977	10	10	pseudo_transcript_0	0.5731554462907233	-0.08687568801741856	10	10	pseudo_transcript_0	0.562110451399203	0.049312163278949384	10	10
pseudo_1004	pseudo_transcript_0	0.1762261674900346	-0.03216276341229908	10	10	pseudo_transcript_0	0.7646295067943344	-0.0014843758737405788	10	10	pseudo_transcript_0	0.208963122988021	-0.019106239400638034	10	10	pseudo_transcript_0	0.764848176829267	-0.07586863300719307	10	10	pseudo_transcript_0	0.4097813824925074	-0.08909264981853193	10.0	10.0	pseudo_transcript_0	0.654248917131734	-0.06026108574873315	10.0	10.0	pseudo_transcript_0	0.6875484165928603	-0.2110998417240515	10	10	pseudo_transcript_0	0.326737083102011	-0.269064141518191	10	10	pseudo_transcript_0	0.5070825052793044	-0.22763558017601715	10	10
pseudo_1005	pseudo_transcript_0	0.7483083170940552	0.006479184099510653	10	10	pseudo_transcript_0	0.03082226976279126	0.03743722932439858	10	10	pseudo_transcript_0	0.41566886376199963	0.026648886408986782	10	10	pseudo_transcript_0	0.07617432048934615	0.07817401114130362	10	10	pseudo_transcript_0	0.6310625986627669	0.03027586709169951	10.0	10.0	pseudo_transcript_0	0.3562413696404211	0.060717613585760895	10.0	10.0	pseudo_transcript_0	0.17337042305771178	0.2526790629183349	10	10	pseudo_transcript_0	0.4984275183306436	0.11654153351706885	10	10	pseudo_transcript_0	0.1211296594832862	0.17298367674616924	10	10
pseudo_1006	pseudo_transcript_0	0.27176713899952365	-0.023417597591949762	10	10	pseudo_transcript_0	0.3192253544732041	-0.01378586585042319	10	10	pseudo_transcript_0	0.10030455272905127	-0.013671948431478153	10	10	pseudo_transcript_0	0.4475604123924295	-0.016368599279882556	10	10	pseudo_transcript_0	0.881610763316539	-0.006158301403097209	10.0	10.0	pseudo_transcript_0	0.6479063671655513	-0.004330576952168867	10.0	10.0	pseudo_transcript_0	0.8926193363303927	-0.06009746987318391	10	10	pseudo_transcript_0	0.7336534243365007	-0.21914767826806894	10	10	pseudo_transcript_0	0.6990470398839149	-0.10919992615480256	10	10
pseudo_1007	pseudo_transcript_0	0.8332793733408511	-0.010351145840753532	10	10	pseudo_transcript_0	0.9248869908329047	0.007948611519040314	10	10	pseudo_transcript_0	0.7490036620977982	0.002587970943041213	10	10	pseudo_transcript_0	0.3273963589698109	0.04573234714656325	10	10	pseudo_transcript_0	0.8712520950993066	-0.02004386459641538	10.0	10.0	pseudo_transcript_0	0.5000553829230601	0.04210881635120887	10.0	10.0	pseudo_transcript_0	0.43061412699826085	0.1882571708155575	9	9	pseudo_transcript_0	0.9155730824855133	0.05745580134147197	10	10	pseudo_transcript_0	0.49461742083666416	0.19219144027976567	9	9
pseudo_1008	pseudo_transcript_1	0.01833246334785722	0.04826632103651438	10	10	pseudo_transcript_1	0.08487578202380026	-0.026188875791544483	10	10	pseudo_transcript_1	0.20867592643123845	0.0058126867238081645	10	10	pseudo_transcript_1	0.9381045223073824	-0.07183187240895439	10	10	pseudo_transcript_1	0.12515851639377634	0.07179137603877435	10.0	10.0	pseudo_transcript_1	0.3064920487440388	0.013066560296345031	10.0	10.0	pseudo_transcript_1	0.4344079410657181	0.082624700610589	10	10	pseudo_transcript_1	0.44420572305719797	0.20140173848293966	10	10	pseudo_transcript_1	0.17840488462679105	0.06289068145270305	10	10
pseudo_1009	pseudo_transcript_0	0.7853257065793013	-0.025864594821013966	10	10	pseudo_transcript_0	0.9660177088664156	-0.013488611727129863	10	10	pseudo_transcript_0	0.5977040761163085	-0.012917870594177433	10	10	pseudo_transcript_0	0.9261359288235859	-0.05352796170124657	10	10	pseudo_transcript_0	0.36204005626131974	-0.02401881102501491	10.0	10.0	pseudo_transcript_0	0.5619508841125351	-0.0019270860035607157	10.0	10.0	pseudo_transcript_0	0.5791027960802837	-0.13876401144426379	10	10	pseudo_transcript_0	0.37507668029941343	-0.21049105860085296	10	10	pseudo_transcript_0	0.3604959203293945	-0.2084395945083406	10	10
pseudo_101	pseudo_transcript_0	0.31461810232402776	0.010519762803477604	10	10	pseudo_transcript_0	0.5710763346978543	-0.012474806484124043	10	10	pseudo_transcript_0	0.34395474698135253	-0.020037670506955995	10	10	pseudo_transcript_0	0.514322425604056	0.02566149563135885	10	10	pseudo_transcript_0	0.7973020013815544	-0.025652153271332783	10.0	10.0	pseudo_transcript_0	0.6020106100963416	0.022708903680352804	10.0	10.0	pseudo_transcript_0	0.8009931234927038	0.18056729265465454	10	10	pseudo_transcript_0	0.9363911163013727	-0.08292760232552825	10	10	pseudo_transcript_0	0.824574279271168	-0.048657127822789685	10	10
pseudo_1010	pseudo_transcript_0	0.08748535781501963	0.046901588271556806	10	10	pseudo_transcript_0	0.4718183749681858	-0.00894849544674862	10	10	pseudo_transcript_0	0.21623634189329977	0.018976546412404097	10	10	pseudo_transcript_0	0.23383469671722956	0.06902627658532297	10	10	pseudo_transcript_0	0.7290151838154117	0.031176836214012654	10.0	10.0	pseudo_transcript_0	0.3410115665743374	0.02717569055999205	10.0	10.0	pseudo_transcript_0	0.03710664475552257	0.2828207496441749	10	10	pseudo_transcript_0	0.9193542978571944	-0.1038445471598848	10	10	pseudo_transcript_0	0.17711043023167972	0.082123062536246	10	10
pseudo_1011	pseudo_transcript_0	0.8493424412322397	0.0016376113680705562	9	9	pseudo_transcript_0	0.6451780951891561	0.01850004231131854	9	9	pseudo_transcript_0	0.8915914947296508	0.009052836345271433	9	9	pseudo_transcript_0	0.4734429079905612	0.02030257680000454	9	9	pseudo_transcript_0	0.8163816243519412	0.02544450726067413	9.0	9.0	pseudo_transcript_0	0.4160598995187389	0.009209334993226152	9.0	9.0	pseudo_transcript_0	0.5011570587529552	0.06974923043262264	9	9	pseudo_transcript_0	0.4188238991499743	0.18733245563810277	9	9	pseudo_transcript_0	0.3739219990826741	0.06792073109021853	9	9
pseudo_1012	pseudo_transcript_0	0.71362570519178	-0.009020064653552122	10	10	pseudo_transcript_0	0.5888993898623691	-0.014591983199795633	10	10	pseudo_transcript_0	0.880557030567017	-0.009483412103002214	10	10	pseudo_transcript_0	0.932748259944451	-0.06322400084870378	10	10	pseudo_transcript_0	0.7161876877582913	-0.11454211474262359	10.0	10.0	pseudo_transcript_0	0.752163030385157	-0.06828893243332852	10.0	10.0	pseudo_transcript_0	0.8929341816938637	-0.12735123230859033	10	10	pseudo_transcript_0	0.623350815217864	-0.1389016224680741	9	9	pseudo_transcript_0	0.8552596618470651	0.054410378814254	9	9
pseudo_1013	pseudo_transcript_0	0.8099767784301302	0.008261975285437444	10	10	pseudo_transcript_0	0.31635874173043266	-0.01013368800278288	10	10	pseudo_transcript_0	0.8599558946651683	-0.021873379095921214	10	10	pseudo_transcript_0	0.3741938537964763	-0.030521261238928732	10	10	pseudo_transcript_0	0.41865980952102977	-0.0605878853624256	10.0	10.0	pseudo_transcript_0	0.6513628094241197	-0.021008470033812898	10.0	10.0	pseudo_transcript_0	0.5386707475110406	-0.09345902069741163	10	10	pseudo_transcript_0	0.715196016089341	-0.19432291087069506	10	10	pseudo_transcript_0	0.5127660122956361	-0.15076150770206412	10	10
pseudo_1014	pseudo_transcript_0	0.8118106318731714	-0.004805257481653384	10	10	pseudo_transcript_0	0.4225706697564642	0.01556135953267801	10	10	pseudo_transcript_0	0.6390502710125336	0.021322845039650803	10	10	pseudo_transcript_0	0.47895501116745876	-0.031096170409164625	10	10	pseudo_transcript_0	0.8534127417364672	0.05380435953071162	10.0	10.0	pseudo_transcript_0	0.5175113357091312	0.033537180460246396	10.0	10.0	pseudo_transcript_0	0.6633918184013377	-0.0778225084046028	10	10	pseudo_transcript_0	0.8709968321176593	0.17383506072429214	10	10	pseudo_transcript_0	0.9336325376633032	0.07991410764613636	10	10
pseudo_1015	pseudo_transcript_0	0.7133316963255356	0.010759656227730272	10	10	pseudo_transcript_0	0.4595173432197971	-0.011998245429606228	10	10	pseudo_transcript_0	0.3964073951774083	0.005439651831352502	10	10	pseudo_transcript_0	0.5573706880186992	0.02047698624197455	10	10	pseudo_transcript_0	0.66657401536483	-0.044298004276700866	10.0	10.0	pseudo_transcript_0	0.9237929088178373	-0.024388657669371042	10.0	10.0	pseudo_transcript_0	0.49869429201205473	0.06409910357466103	10	10	pseudo_transcript_0	0.4807129315255012	-0.1433912766856996	10	10	pseudo_transcript_0	0.8226956045966064	-0.1045342487238422	10	10
pseudo_1016	pseudo_transcript_0	0.13798475981160532	0.03017894998576022	10	10	pseudo_transcript_0	0.7213867902532435	-0.013189304624116611	10	10	pseudo_transcript_0	0.7586407073639608	0.014811634832884049	10	10	pseudo_transcript_0	0.6344854038288322	0.13476735799846543	10	10	pseudo_transcript_0	0.08288787446384673	-0.09004125435388406	10.0	10.0	pseudo_transcript_0	0.817363071301847	-0.024437985769869063	10.0	10.0	pseudo_transcript_0	0.13003471366648112	0.3560440888974949	10	10	pseudo_transcript_0	0.04585214016207152	-0.27880779547964146	10	10	pseudo_transcript_0	0.9278765678982952	-0.0558335768585678	10	10
pseudo_1017	pseudo_transcript_0	0.019844789873521455	0.014696539660967867	10	10	pseudo_transcript_0	0.04453029354243539	-0.031083355901066523	10	10	pseudo_transcript_0	0.6255089170258128	-0.009372490116285095	10	10	pseudo_transcript_0	0.5829274029759088	-0.02157524275444923	10	10	pseudo_transcript_0	0.3956781354943423	0.04595066777381024	10.0	10.0	pseudo_transcript_0	0.7153968206298662	0.01682662471138256	10.0	10.0	pseudo_transcript_0	0.5540978735384654	0.0930184505324196	9	9	pseudo_transcript_0	0.8591311882886126	0.09370446678199046	10	10	pseudo_transcript_0	0.8833074325434089	-0.038097374148706	9	9
pseudo_1018	pseudo_transcript_1	0.5169740142613679	-0.05598271726005466	9	9	pseudo_transcript_0	0.20738665131836087	-0.010884120052732052	9	9	pseudo_transcript_0	0.10988772475424063	-0.004672931179535267	9	9	pseudo_transcript_1	0.5172334997203194	-0.025006872059348914	8	8	pseudo_transcript_0	0.11720252493482164	0.05301708152253598	9.0	9.0	pseudo_transcript_0	0.22757871736231472	0.04343340499143783	9.0	9.0	pseudo_transcript_1	0.2660094358262771	-0.25376794589657525	9	9	pseudo_transcript_0	0.2940851284010684	0.1496359315650801	9	9	pseudo_transcript_1	0.3702857235435306	-0.33205390715486294	9	9
pseudo_1019	pseudo_transcript_0	0.8536361413748925	-0.01779916073319482	10	10	pseudo_transcript_0	0.6238981146346978	0.007307804034945023	10	10	pseudo_transcript_0	0.8711819878099933	-0.002605074201414833	10	10	pseudo_transcript_0	0.8697146253336115	-0.020232072415552717	10	10	pseudo_transcript_0	0.7236360567511163	-0.023584235049972705	10.0	10.0	pseudo_transcript_0	0.8984052086339119	-0.020891866756968375	10.0	10.0	pseudo_transcript_0	0.6796537012406721	0.055739712470134754	10	10	pseudo_transcript_0	0.6898690800587304	-0.03525223041791565	10	10	pseudo_transcript_0	0.9176532371472648	0.06289921939736097	10	10
pseudo_102	pseudo_transcript_0	0.5307784448248498	0.006905715929879436	9	9	pseudo_transcript_0	0.7900304560144	-0.006666381225367817	10	10	pseudo_transcript_0	0.25547592051398615	0.014724867320312612	9	9	pseudo_transcript_0	0.2507861531166251	-0.05020332309275338	9	9	pseudo_transcript_0	0.06485247246792972	-0.04959076108154894	9.0	9.0	pseudo_transcript_0	0.07145993852909449	-0.09866828472302229	9.0	9.0	pseudo_transcript_0	0.36977557792320503	-0.11177933518465884	9	9	pseudo_transcript_0	0.18059482255768167	-0.3087306686684479	9	9	pseudo_transcript_0	0.29036997035319634	-0.17566202546075874	8	8
pseudo_1020	pseudo_transcript_0	0.3039272995504453	-0.013518843542040528	10	10	pseudo_transcript_0	0.6410220930192481	0.006400275347828856	10	10	pseudo_transcript_0	0.5312951041653016	-0.016722595889947355	10	10	pseudo_transcript_0	0.4689258228307911	0.0254897241567666	10	10	pseudo_transcript_0	0.6427154653613878	0.0319931175175667	10.0	10.0	pseudo_transcript_0	0.31220632624534617	-0.03340130500110945	10.0	10.0	pseudo_transcript_0	0.6206245481244352	0.017237836255172067	10	10	pseudo_transcript_0	0.7039643722126021	0.09667594996601775	10	10	pseudo_transcript_0	0.27543726180969996	-0.15754071443977158	10	10
pseudo_1021	pseudo_transcript_0	0.10880985807186834	0.02509880106910652	10	10	pseudo_transcript_1	0.6508598148387739	0.006825212423106352	9	9	pseudo_transcript_0	0.15776398647371281	0.01614321239709903	10	10	pseudo_transcript_0	0.3424876114483052	-0.04930763673082517	10	10	pseudo_transcript_1	0.1769186678636291	-0.12625664961450997	10.0	10.0	pseudo_transcript_1	0.34795653819070405	-0.0696904621927566	10.0	10.0	pseudo_transcript_1	0.7158902271309683	-0.025730744623606066	10	10	pseudo_transcript_1	0.12665119903005068	-0.3672938749694745	10	10	pseudo_transcript_1	0.10819243059515411	-0.1852004914464623	10	10
pseudo_1022	pseudo_transcript_0	0.38928691269227145	0.008623171868026702	10	10	pseudo_transcript_0	0.042560318001629176	0.029798708560851414	10	10	pseudo_transcript_0	0.10096209932053492	0.02751085541919693	10	10	pseudo_transcript_0	0.6347677625392238	-0.04310910720033225	10	10	pseudo_transcript_0	0.3112378723808269	-0.08005358502882724	10.0	10.0	pseudo_transcript_0	0.18939077816572814	-0.019287707037207686	10.0	10.0	pseudo_transcript_0	0.7706811435482928	-0.054410363752809505	10	10	pseudo_transcript_0	0.8954080568947927	0.048713537131934236	9	9	pseudo_transcript_0	0.5726156038525678	0.06413837758548163	9	9
pseudo_1023	pseudo_transcript_0	0.09481152315927675	0.03053790352202213	9	9	pseudo_transcript_0	0.004749392890286208	-0.028509804923154452	9	9	pseudo_transcript_1	0.16152985809256548	0.007688385357248704	10	10	pseudo_transcript_1	0.2586759488461521	0.05627976884803013	10	10	pseudo_transcript_1	0.13216930733901777	0.07801496555499984	10.0	10.0	pseudo_transcript_1	0.07150200195334806	0.058167769874014154	10.0	10.0	pseudo_transcript_1	0.11156093104343247	0.16217025262347387	10	10	pseudo_transcript_1	0.03736804737903681	0.22408732051190325	10	10	pseudo_transcript_1	0.02038198348959198	0.2116575776628891	10	10
